line,class
antioquia es un pueblito que queda a dos horas de lima camino a huarochiri pasando por cieneguilla cuya particularidad es que todas sus casas iglesia y negocios estan pintados con pajaros y flores decorativas dandole un toque muy pintoresco queda a  km de lima de los cuales todo esta asfaltado excepto  km de afirmado el paisaje de la ruta es muy simpatico ya que hay muchos sembrios y andenes de las localidades hay varios restaurantes pero el mas popular queda a  cuadras de la plaza de armas adonde se puede comer el chupe de camarones que es el plato tipicoes un paseo para un dia para hacer algo diferente,peru
fecha de la experiencia agosto de ,peru
pregunta a miguelab sobre antioquia,peru
 agradécele a miguelab,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
lindo lugar para tomarse fotos en cada casita pintada al estilo retablo está a  hrs de lima  hr después de cieneguilla fui con un par de amigas en fiestas patrias hace un par de años  y luego fui con mis papás al año siguiente eso sí  es solo para un día no hay mucho que hacer luego de visitar sus  calles de  cuadras mas o menos cada una puedes subir hasta la cruz q es un mirador o puedes ir al río a relajarte un rato o ver el pequeño desfile que puedan hacer,peru
fecha de la experiencia julio de ,peru
pregunta a tauly sobre antioquia,peru
 agradécele a tauly,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
lo máximo el lugar colores colores everywhere me fascino la vida que le dan los colores a este lugar buen clima excepto por los mosquitos pero con un buen repelente se olvidan,peru
fecha de la experiencia abril de ,peru
pregunta a rosa g sobre antioquia,peru
 agradécele a rosa g,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
la ruta desde lima es ahora asfaltada pasando cieneguilla  se puede resaltar en el poblado que esta totalmente restaurado  y ves dia a dia gente trabajando mejorando su ciudad hay servicios de guia turistico realizado por los jovenes y encuentras diversos tipos de souvenirs de la zona  asi como algunos dulces y licores tipicos hay hoteles de mediana calidad y restaurantes es una ciudad apacible lo mas resaltante es que los pobladores se ven comprometidos con su pueblo,peru
fecha de la experiencia febrero de ,peru
pregunta a john s sobre antioquia,peru
 agradécele a john s,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
es una pequeña ciudad muy tranquila y fácil de llegar la gran característica que tiene es que tiene dibujos en sus paredes que fueron realizados por artistas uno de los dibujos que encontrarán son palomas que representan al espíritu santo tiene un clima mayormente cálido sobretodo en las mañanas si van en movilidad particular no hay problema pero si van en colectivo público aseguren de no regresar tan tarde por si no encuentran autos que los retornen es una ciudad muy limpia,peru
fecha de la experiencia julio de ,peru
pregunta a danvives sobre antioquia,peru
 agradécele a danvives,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
para los que les gusta cambiar de clima las caminatas ciclismo y la aventura en general es muy recomendable hay algunos restaurantes pero los precios son demasiado altos para lo que ofrecenparticularmente prefiero llevar mi propia merienda pues es mejor disfrutar del paisaje y la naturaleza bañarse en el rio y hacer una pequeña parrillita en la plaza central brindan servicio de guiagisela  una pequeña niña de unos  años nos llevó al mirador nos contó la historia del pueblo y nos paseó por el lugar en una caminata de casi  hora por una razonable cantidad pero si deseas uno solo puede recorrer y disfrutar por su cuenta solo hay que preguntar y te orientan ojo no olvidarse del bloqueador solar y del repelente sobre todo si van para el rio recomiendo salir de lima temprano máximo  o  am para poder llegar am manejando tranquilo haciendo paradas en los pueblitos del camino en la plaza ofrecen artesanias y productos hechos con frutas de la zona como mermeladas jugos etc,peru
fecha de la experiencia agosto de ,peru
pregunta a joagal sobre antioquia,peru
 agradécele a joagal,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
hemos observado que está utilizando un navegador no compatible es posible que el sitio web de tripadvisor no se visualice correctamentelos siguientes navegadores son compatibles con nuestro sitio windows internet explorer mozilla firefox google chrome mac safari,peru
inicia sesión para recibir actualizaciones de viajes y enviar mensajes a otros viajeros,peru
retablos de tamaño natural,peru
ir a antioquía es como estar en un pueblo formado por retablos de tamaño natural en el pueblo me contaron que el motivo por el que las fachadas están pintadas tan artísticamente fue gracias a un grupo de artistas pintores que iniciaron la decoración de fachadas los pobladores se unieron a esa iniciativa y prosiguen con ella el resultado tiene que verlo para disfrutarlo,peru
fecha de la experiencia abril de ,peru
pregunta a minervam sobre antioquia,peru
 agradécele a minervam,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
un bonito lugar para pasar el día camino un poco accidentado para llegar pero vale la pena parando en cieneguilla para tomar un desayuno tamales chicharrones o el típico choclo con queso,peru
fecha de la experiencia julio de ,peru
pregunta a amitsumori sobre antioquia,peru
agradécele a amitsumori,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
en la sierra de lima buen lugar para relajarse y escaparse del bullicio de la ciudad a tomar sol y respirar aire puro,peru
fecha de la experiencia agosto de ,peru
pregunta a jennyss sobre antioquia,peru
agradécele a jennyss,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
es un lindo y pintoresco lugar para visitar si bien el camino es un poquito accidentado en trochas el paisaje es muy simpático y el pueblito muy pintoresco no he encontrado un buen lugar para almorzar pero lo que si hice fue hacer un lindo picnic con cosas que yo misma llevé buena opción para salir de la rutina,peru
fecha de la experiencia agosto de ,peru
pregunta a kalu sobre antioquia,peru
agradécele a kalu,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
bastante cerca de lima en la sierra con unas casas pibtorescas me encanto su iglesita y el aire apacible que se respiraba,peru
fecha de la experiencia junio de ,peru
pregunta a carmenzjones sobre antioquia,peru
 agradécele a carmenzjones,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
las personas q visitaron el pintoresco antioquia tal ves solo vieron las casas  iglesia y las callecitas empedradasy me atrevo a decirles q hay mucho ms q esoempesando por su buen climadonde produce una variedad de frutalesse hace turismo vivencialcosechas de frutasrealizar trekking por el camino incaahora patrimonio de la humanidaddonde hay unos miradores naturales inprecionantes donde se puede ver todo el valle verde de lurin alli mismo hay restos arqueologicosademas antes de salir a la caminata se podra degustar y comprar nectares mermeladasdonde la amable sra gracielallegando al final de la caminatauno se deja caer sobre las cristalinas aguas del rio lurin donde uno pode prepararce una parrilla de truchascontemplando la naturalezaantioquia cuenta con  restorants y alojamientoscielo azul goyita entre otrostambien podran dejar su recuerdo pintando una paredcon los diseños de mi amigo enrique bustamantems datos en face antioquia perualex narciso,peru
fecha de la experiencia febrero de ,peru
pregunta a alextravelasociados sobre antioquia,peru
 agradécele a alextravelasociados,peru
esta es la opinión subjetiva de un miembro de tripadvisor no de tripadvisor llc,peru
hemos observado que está utilizando un navegador no compatible es posible que el sitio web de tripadvisor no se visualice correctamentelos siguientes navegadores son compatibles con nuestro sitio windows internet explorer mozilla firefox google chrome mac safari,peru
inicia sesión para recibir actualizaciones de viajes y enviar mensajes a otros viajeros,peru
lindo pueblo de la sierra de lima,peru
se escribió una opinión  de junio de  mediante dispositivo móvil,peru
a km de lima hr o km de cieneguilla se encuentra este hermoso pueblo en la serranía de lima  msnm provincia de huarochiri donde sus casas tienen hermosas fachadas de flores y colores gran parte de la ruta se encuentra asfaltada aunque por el fenomeno del niño  unos k a la salida de cieneguilla estan dañados por lo que es bueno ir en camioneta mucho sol casi todo el año cielo azul y aire fresco sus habitantes muy amables es facil ubicar restaurantes simpáticos de comida tipica otros optan por un picnic al lado del rio recomiendo salir temprano de lima y evaluar visitar pueblos de alrededores como langas donde el tiempo se ha detenido agregar km o hr,peru
